mz,rt,rt1,rt2,intensity,z,pic_label,score
386.727751836547,2007.169206045925,1990.41366819288,2023.7325940503904,744256.9333496094,2,2007.169206045925_386.727751836547_744256.9333496094,
397.8405846599496,2006.4632781804817,1996.49968413258,2014.65921214962,612420.466796875,3,2006.4632781804817_397.8405846599496_612420.466796875,
459.6938614417537,1995.3723117894529,1978.2595051899,2017.68416611098,2090914.8515625,2,1995.3723117894529_459.6938614417537_2090914.8515625,
502.76286217644304,2006.522063673411,1993.4729336872203,2020.70858756445,13056922.271484377,2,2006.522063673411_502.76286217644304_13056922.271484377,
513.7519886471918,2008.672443657008,1993.4729336872203,2020.70858756445,1530206.8784179688,2,2008.672443657008_513.7519886471918_1530206.8784179688,
522.2768409829152,2006.457735231591,1999.5253091230504,2017.68416611098,298619.7380371094,2,2006.457735231591_522.2768409829152_298619.7380371094,
522.2448105737315,2010.3390587738756,1987.3566736354803,2020.70858756445,1492006.1166992188,2,2010.3390587738756_522.2448105737315_1492006.1166992188,
527.2796790192601,1968.3305785467555,1966.86140910528,2029.7764536514496,2213012.20703125,2,1968.3305785467555_527.2796790192601_2213012.20703125,
573.1966594736347,2010.810741688668,1999.5253091230504,2017.68416611098,714424.9404296875,2,2010.810741688668_573.1966594736347_714424.9404296875,
588.7281243267029,2009.1568901517355,2005.57287959004,2020.70858756445,230430.4990234375,2,2009.1568901517355_588.7281243267029_230430.4990234375,
666.3516849132584,2007.4108693104852,1993.4729336872203,2014.65921214962,306421.07275390625,2,2007.4108693104852_666.3516849132584_306421.07275390625,
431.23448708474587,2007.9313481917984,1996.49968413258,2020.70858756445,2949168.899902344,2,2007.9313481917984_431.23448708474587_2949168.899902344,
551.7399935253247,2010.229048184108,2005.57287959004,2023.7325940503904,548324.3896484375,2,2010.229048184108_551.7399935253247_548324.3896484375,
552.7693384894906,2008.4404667631304,1993.4729336872203,2020.70858756445,3813672.881347656,2,2008.4404667631304_552.7693384894906_3813672.881347656,
569.2600877530657,2012.5090678309527,1993.4729336872203,2026.75637809182,2782823.2342529297,2,2012.5090678309527_569.2600877530657_2782823.2342529297,
598.3208316921921,2013.8741338913644,2005.57287959004,2023.7325940503904,750220.8610839844,2,2013.8741338913644_598.3208316921921_750220.8610839844,
360.5450671799733,2014.5990268081453,2011.63370911026,2023.7325940503904,413975.4853515625,3,2014.5990268081453_360.5450671799733_413975.4853515625,
398.5354637157751,2013.9951004672369,2002.5502270832096,2038.84725169086,685014.50390625,3,2013.9951004672369_398.5354637157751_685014.50390625,
399.5375242012548,2016.368117320692,2011.63370911026,2038.84725169086,630338.4091796875,3,2016.368117320692_399.5375242012548_630338.4091796875,
399.5633028274212,2010.897051158827,1996.49968413258,2047.9173370971896,5461241.103027344,3,2010.897051158827_399.5633028274212_5461241.103027344,
410.88001329651695,2017.7007472145676,2002.5502270832096,2026.75637809182,355240.8884277344,3,2017.7007472145676_410.88001329651695_355240.8884277344,
436.2174696937821,2005.559409584025,2002.5502270832096,2023.7325940503904,601781.326171875,3,2005.559409584025_436.2174696937821_601781.326171875,
491.28010461653474,2019.558365909028,2008.60050658131,2023.7325940503904,742617.0078125,2,2019.558365909028_491.28010461653474_742617.0078125,
536.299309585539,2011.0433982402983,2002.5502270832096,2020.70858756445,985881.6201171876,2,2011.0433982402983_536.299309585539_985881.6201171876,
592.7264841608371,2016.0474481294796,2011.63370911026,2029.7764536514496,473623.74377441406,2,2016.0474481294796_592.7264841608371_473623.74377441406,
717.3237809384585,2017.0076822346684,2005.57287959004,2023.7325940503904,696362.4138183594,2,2017.0076822346684_717.3237809384585_696362.4138183594,
351.4888223157966,2013.503198715652,1999.5253091230504,2023.7325940503904,643302.4323997498,3,2013.503198715652_351.4888223157966_643302.4323997498,
395.4860284442101,2020.7635310561052,2014.65921214962,2023.7325940503904,519299.0776367188,3,2020.7635310561052_395.4860284442101_519299.0776367188,
579.2369469408601,2017.6276123929144,2011.63370911026,2026.75637809182,358250.990234375,2,2017.6276123929144_579.2369469408601_358250.990234375,
598.8021222296319,2020.7611277123185,2014.65921214962,2026.75637809182,537462.4833984375,2,2020.7611277123185_598.8021222296319_537462.4833984375,
601.7086078141683,2020.7171649766835,2014.65921214962,2026.75637809182,279436.63330078125,2,2020.7171649766835_601.7086078141683_279436.63330078125,
607.846427645815,2015.427015670716,2005.57287959004,2026.75637809182,3426155.7080078125,2,2015.427015670716_607.846427645815_3426155.7080078125,
620.3165869030606,2011.5609365577056,2005.57287959004,2023.7325940503904,495575.400390625,2,2011.5609365577056_620.3165869030606_495575.400390625,
372.8928251933269,2034.555540063413,2023.7325940503904,2047.9173370971896,3342123.5517578125,3,2034.555540063413_372.8928251933269_3342123.5517578125,
380.1947677991113,2020.0276278757124,2008.60050658131,2041.8741062059205,2998781.654296875,3,2020.0276278757124_380.1947677991113_2998781.654296875,
455.5775386051763,2018.374732684273,2008.60050658131,2032.80132070923,2116627.2888183594,3,2018.374732684273_455.5775386051763_2116627.2888183594,
540.2770000180765,2030.2153924000547,2017.68416611098,2041.8741062059205,3317416.278076172,2,2030.2153924000547_540.2770000180765_3317416.278076172,
595.7344548356114,2023.7443554093827,2011.63370911026,2026.75637809182,437388.275390625,2,2023.7443554093827_595.7344548356114_437388.275390625,
630.328563587669,2020.5045527356765,2008.60050658131,2029.7764536514496,1136685.5986328125,2,2020.5045527356765_630.328563587669_1136685.5986328125,
682.8618375056591,2019.0397939089755,2011.63370911026,2026.75637809182,525857.7767333984,2,2019.0397939089755_682.8618375056591_525857.7767333984,
354.501949038846,2026.7588815676047,2008.60050658131,2029.7764536514496,486622.87890625,3,2026.7588815676047_354.501949038846_486622.87890625,
376.5456591721791,2021.7632810368789,2008.60050658131,2038.84725169086,719743.0952148438,2,2021.7632810368789_376.5456591721791_719743.0952148438,
385.23529095805696,2025.3739451350227,2005.57287959004,2032.80132070923,1389053.0180664062,3,2025.3739451350227_385.23529095805696_1389053.0180664062,
513.7438894893477,2026.783759476392,2020.70858756445,2029.7764536514496,967402.5654296876,2,2026.783759476392_513.7438894893477_967402.5654296876,
541.3110300158933,2018.853538422553,2011.63370911026,2029.7764536514496,307840.3151855469,2,2018.853538422553_541.3110300158933_307840.3151855469,
570.2797993526937,2023.7159655448008,2020.70858756445,2041.8741062059205,735204.927734375,2,2023.7159655448008_570.2797993526937_735204.927734375,
569.2836921663319,2023.457200473027,2011.63370911026,2032.80132070923,860825.26171875,2,2023.457200473027_569.2836921663319_860825.26171875,
588.7927564104942,2023.9947072311847,2014.65921214962,2032.80132070923,632910.0441894531,2,2023.9947072311847_588.7927564104942_632910.0441894531,
688.3644349614516,2022.740509782134,2014.65921214962,2029.7764536514496,750748.9542236328,2,2022.740509782134_688.3644349614516_750748.9542236328,
704.2871479988956,2025.9142006457564,2014.65921214962,2032.80132070923,746347.9217300415,2,2025.9142006457564_704.2871479988956_746347.9217300415,
380.521545069936,2027.889891921716,2020.70858756445,2038.84725169086,1274957.724609375,3,2027.889891921716_380.521545069936_1274957.724609375,
412.18135485683234,2024.386993444652,2011.63370911026,2035.82526270294,994346.8776855468,2,2024.386993444652_412.18135485683234_994346.8776855468,
469.8605115929612,2022.361557593494,2011.63370911026,2038.84725169086,1739624.3690185547,3,2022.361557593494_469.8605115929612_1739624.3690185547,
490.2534926750584,2029.161163385399,2020.70858756445,2038.84725169086,650136.0571289062,2,2029.161163385399_490.2534926750584_650136.0571289062,
583.8112284101993,2020.783397395062,2017.68416611098,2035.82526270294,353054.7880859375,2,2020.783397395062_583.8112284101993_353054.7880859375,
613.8280689875702,2028.0755492068577,2017.68416611098,2035.82526270294,469259.2224121094,2,2028.0755492068577_613.8280689875702_469259.2224121094,
660.3217283485321,2024.175892552313,2008.60050658131,2032.80132070923,271257.314453125,2,2024.175892552313_660.3217283485321_271257.314453125,
661.3419926955507,2024.704973710258,2017.68416611098,2035.82526270294,542803.5656738281,2,2024.704973710258_661.3419926955507_542803.5656738281,
441.2300460753719,2026.303081887699,2014.65921214962,2041.8741062059205,2437969.265625,3,2026.303081887699_441.2300460753719_2437969.265625,
457.7238307065074,2019.4510797135888,2008.60050658131,2038.84725169086,867139.4108886719,2,2019.4510797135888_457.7238307065074_867139.4108886719,
498.7367224132974,2020.6930592999624,2011.63370911026,2044.89640764141,1315723.8544921875,2,2020.6930592999624_498.7367224132974_1315723.8544921875,
502.7539984339521,2029.7078863911888,2017.68416611098,2044.89640764141,6347632.2109375,2,2029.7078863911888_502.7539984339521_6347632.2109375,
505.7864451030686,2028.642001706184,2017.68416611098,2038.84725169086,2079768.6538085933,2,2028.642001706184_505.7864451030686_2079768.6538085933,
541.7724194412717,2036.138123066664,2014.65921214962,2044.89640764141,716327.1201171875,2,2036.138123066664_541.7724194412717_716327.1201171875,
556.2951628294919,2027.911444202668,2005.57287959004,2038.84725169086,900213.2265625,2,2027.911444202668_556.2951628294919_900213.2265625,
558.8368441709016,2030.2258818336225,2026.75637809182,2038.84725169086,540694.6350097656,2,2030.2258818336225_558.8368441709016_540694.6350097656,
618.252243990737,2032.9857947477549,2020.70858756445,2041.8741062059205,572387.5634765625,2,2032.9857947477549_618.252243990737_572387.5634765625,
654.8502524997564,2032.9661343634036,2023.7325940503904,2035.82526270294,386305.537109375,2,2032.9661343634036_654.8502524997564_386305.537109375,
378.7041726886711,2027.3710602031767,2014.65921214962,2047.9173370971896,884202.990234375,2,2027.3710602031767_378.7041726886711_884202.990234375,
382.553153373597,2035.707316262885,2023.7325940503904,2060.0592176094,2504069.27734375,3,2035.707316262885_382.553153373597_2504069.27734375,
392.8638025835278,2022.9705381907904,2008.60050658131,2047.9173370971896,3283881.055053711,3,2022.9705381907904_392.8638025835278_3283881.055053711,
500.2591091084252,2035.8429422150475,2020.70858756445,2041.8741062059205,182454.42578125,2,2035.8429422150475_500.2591091084252_182454.42578125,
588.8217604834099,2032.4927556117009,2023.7325940503904,2038.84725169086,375496.0811767578,2,2032.4927556117009_588.8217604834099_375496.0811767578,
395.87913027692525,2033.5521384931264,2023.7325940503904,2047.9173370971896,915807.607421875,3,2033.5521384931264_395.87913027692525_915807.607421875,
397.8416602177559,2038.921517244256,2026.75637809182,2041.8741062059205,249008.787109375,3,2038.921517244256_397.8416602177559_249008.787109375,
418.70327857020857,2037.025685969448,2026.75637809182,2044.89640764141,339212.85107421875,2,2037.025685969448_418.70327857020857_339212.85107421875,
512.2833580980118,2038.090596006179,2029.7764536514496,2050.93906060602,1513815.2299804688,2,2038.090596006179_512.2833580980118_1513815.2299804688,
533.7864103167628,2025.8366395366909,2014.65921214962,2044.89640764141,1333488.6435546875,2,2025.8366395366909_533.7864103167628_1333488.6435546875,
603.7992779819981,2038.4525364533229,2032.80132070923,2050.93906060602,547931.8232421875,2,2038.4525364533229_603.7992779819981_547931.8232421875,
376.4930080078525,2041.896437348124,2029.7764536514496,2047.9173370971896,358134.6796875,3,2041.896437348124_376.4930080078525_358134.6796875,
453.5413426693064,2044.93994819886,2032.80132070923,2047.9173370971896,674128.25,3,2044.93994819886_453.5413426693064_674128.25,
554.3299840597148,2036.1284607717337,2023.7325940503904,2050.93906060602,1807769.2099609373,2,2036.1284607717337_554.3299840597148_1807769.2099609373,
582.2765411718352,2042.009901750126,2029.7764536514496,2044.89640764141,3302376.220214844,2,2042.009901750126_582.2765411718352_3302376.220214844,
371.7447813508376,2041.4716599548003,2029.7764536514496,2050.93906060602,820082.9409179688,2,2041.4716599548003_371.7447813508376_820082.9409179688,
372.8774687278462,2054.0151804814345,2032.80132070923,2057.01262656594,437353.892578125,3,2054.0151804814345_372.8774687278462_437353.892578125,
376.5423235774737,2041.8021398756732,2035.82526270294,2053.96073607351,465852.2216796875,3,2041.8021398756732_376.5423235774737_465852.2216796875,
420.2381311914378,2044.8255210099128,2035.82526270294,2053.96073607351,1641461.80078125,2,2044.8255210099128_420.2381311914378_1641461.80078125,
429.6948984515333,2037.2724865173736,2026.75637809182,2050.93906060602,547023.7827148438,2,2037.2724865173736_429.6948984515333_547023.7827148438,
469.2596291198722,2042.8664625151391,2029.7764536514496,2050.93906060602,901862.2221679688,2,2042.8664625151391_469.2596291198722_901862.2221679688,
578.2521759320034,2044.993940331064,2032.80132070923,2047.9173370971896,474189.173828125,2,2044.993940331064_578.2521759320034_474189.173828125,
606.807680781414,2041.3114516115736,2029.7764536514496,2047.9173370971896,912144.7626953124,2,2041.3114516115736_606.807680781414_912144.7626953124,
679.8067307601169,2038.815766185736,2035.82526270294,2047.9173370971896,443535.828125,2,2038.815766185736_679.8067307601169_443535.828125,
907.7003920183956,2044.9879489757768,2032.80132070923,2047.9173370971896,448821.1064453125,3,2044.9879489757768_907.7003920183956_448821.1064453125,
914.6915317894956,2039.5845180593165,2032.80132070923,2050.93906060602,515243.8896484375,3,2039.5845180593165_914.6915317894956_515243.8896484375,
366.1906770757003,2047.9008701481237,2041.8741062059205,2060.0592176094,657445.484375,3,2047.9008701481237_366.1906770757003_657445.484375,
382.5275321683384,2050.9522810032404,2038.84725169086,2053.96073607351,253668.4287109375,3,2050.9522810032404_382.5275321683384_253668.4287109375,
480.759336110142,2045.958575602505,2041.8741062059205,2057.01262656594,395578.2248535156,2,2045.958575602505_480.759336110142_395578.2248535156,
574.8002188565737,2047.928905812315,2029.7764536514496,2050.93906060602,630601.76953125,2,2047.928905812315_574.8002188565737_630601.76953125,
629.3086628302875,2051.094715537435,2038.84725169086,2057.01262656594,511430.7890625,2,2051.094715537435_629.3086628302875_511430.7890625,
414.88706429241006,2048.202310498835,2032.80132070923,2057.01262656594,1174352.026611328,3,2048.202310498835_414.88706429241006_1174352.026611328,
549.2626900724989,2048.6174089289643,2041.8741062059205,2057.01262656594,584215.333984375,2,2048.6174089289643_549.2626900724989_584215.333984375,
658.3027947367787,2053.2437888556024,2041.8741062059205,2057.01262656594,558152.5578613281,2,2053.2437888556024_658.3027947367787_558152.5578613281,
377.5396846882658,2052.772232357836,2047.9173370971896,2063.0756546631,481575.6884765625,3,2052.772232357836_377.5396846882658_481575.6884765625,
403.1872027369476,2053.4930876522503,2035.82526270294,2063.0756546631,715549.5083007812,3,2053.4930876522503_403.1872027369476_715549.5083007812,
570.2785457538604,2054.059847286868,2038.84725169086,2057.01262656594,624755.8271484375,2,2054.059847286868_570.2785457538604_624755.8271484375,
356.5373410241999,2055.582352263973,2029.7764536514496,2060.0592176094,331474.806640625,3,2055.582352263973_356.5373410241999_331474.806640625,
525.6881586269476,2056.5989214094034,2041.8741062059205,2063.0756546631,1527461.2625732422,2,2056.5989214094034_525.6881586269476_1527461.2625732422,
550.2640938360945,2057.0647898945904,2044.89640764141,2060.0592176094,722425.732421875,2,2057.0647898945904_550.2640938360945_722425.732421875,
604.7669954498266,2055.6322756281365,2044.89640764141,2060.0592176094,486813.2578125,2,2055.6322756281365_604.7669954498266_486813.2578125,
609.3093186108426,2053.800704891656,2044.89640764141,2063.0756546631,1327893.82421875,2,2053.800704891656_609.3093186108426_1327893.82421875,
644.3246700927563,2059.3514455155814,2050.93906060602,2069.13534966852,442558.5673828125,2,2059.3514455155814_644.3246700927563_442558.5673828125,
350.7945052128163,2052.7168585241943,2038.84725169086,2069.13534966852,922963.899169922,3,2052.7168585241943_350.7945052128163_922963.899169922,
490.69255321130834,2062.7975317102023,2050.93906060602,2069.13534966852,651065.9990234375,2,2062.7975317102023_490.69255321130834_651065.9990234375,
517.8085396803372,2059.8501956771383,2050.93906060602,2072.0277581586897,795645.3032226562,2,2059.8501956771383_517.8085396803372_795645.3032226562,
534.7040766036882,2057.358320315859,2050.93906060602,2072.0277581586897,1532346.0400390625,2,2057.358320315859_534.7040766036882_1532346.0400390625,
355.2184451644968,2063.067460124616,2060.0592176094,2072.0277581586897,263528.869140625,3,2063.067460124616_355.2184451644968_263528.869140625,
501.7304054076415,2061.0999644888125,2041.8741062059205,2095.97606161977,42715641.20324707,2,2061.0999644888125_501.7304054076415_42715641.20324707,
523.7141806495626,2061.287444006972,2047.9173370971896,2077.80852714921,4300214.044921875,2,2061.287444006972_523.7141806495626_4300214.044921875,
638.813654419022,2063.466432225869,2053.96073607351,2072.0277581586897,1832211.9052734373,2,2063.466432225869_638.813654419022_1832211.9052734373,
450.7332937075561,2067.2850888128137,2053.96073607351,2077.80852714921,1592096.2653808594,2,2067.2850888128137_450.7332937075561_1592096.2653808594,
474.2745796561909,2064.7599681503407,2029.7764536514496,2120.22412411119,1428564.4995117188,2,2064.7599681503407_474.2745796561909_1428564.4995117188,
541.7832303548136,2061.5005059233526,2050.93906060602,2074.8415086641403,2115692.2900390625,2,2061.5005059233526_541.7832303548136_2115692.2900390625,
379.555354782669,2069.431690364129,2063.0756546631,2077.80852714921,1054521.7221679688,3,2069.431690364129_379.555354782669_1054521.7221679688,
478.217936408541,2074.858499483912,2063.0756546631,2077.80852714921,3255041.318359375,2,2074.858499483912_478.217936408541_3255041.318359375,
378.5586403415061,2056.156702945761,2026.75637809182,2080.84342066194,932846.703125,3,2056.156702945761_378.5586403415061_932846.703125,
382.8770553605093,2076.868653048147,2066.09205321219,2086.89447811986,2670694.6616210938,3,2076.868653048147_382.8770553605093_2670694.6616210938,
394.1852393231284,2076.1216457619557,2066.09205321219,2086.89447811986,978076.1708984376,2,2076.1216457619557_394.1852393231284_978076.1708984376,
512.2670905120166,2069.111294972824,2066.09205321219,2086.89447811986,631918.16796875,2,2069.111294972824_512.2670905120166_631918.16796875,
517.284601419121,2066.8249321686485,2044.89640764141,2077.80852714921,2353042.46875,2,2066.8249321686485_517.284601419121_2353042.46875,
576.7857807586926,2074.8563271092085,2066.09205321219,2080.84342066194,667396.900390625,2,2074.8563271092085_576.7857807586926_667396.900390625,
368.5425168085416,2074.777680612945,2072.0277581586897,2083.87799564745,451397.826171875,3,2074.777680612945_368.5425168085416_451397.826171875,
393.5598799379106,2076.303688552439,2072.0277581586897,2083.87799564745,633831.9123535156,3,2076.303688552439_393.5598799379106_633831.9123535156,
395.5559691941287,2068.481831083211,2063.0756546631,2083.87799564745,1210024.681640625,3,2068.481831083211_395.5559691941287_1210024.681640625,
568.2970409635537,2075.3165897591484,2069.13534966852,2083.87799564745,1163157.8310546875,2,2075.3165897591484_568.2970409635537_1163157.8310546875,
607.7741383380682,2069.127662067661,2063.0756546631,2086.89447811986,1136184.5302734375,2,2069.127662067661_607.7741383380682_1136184.5302734375,
480.7612925932821,2079.838429635748,2057.01262656594,2095.97606161977,1075056.3933105469,2,2079.838429635748_480.7612925932821_1075056.3933105469,
516.7215848890177,2077.319335461131,2066.09205321219,2086.89447811986,1113696.3872070312,2,2077.319335461131_516.7215848890177_1113696.3872070312,
647.8234267741286,2080.845082385633,2069.13534966852,2083.87799564745,540938.462890625,2,2080.845082385633_647.8234267741286_540938.462890625,
479.7400918698551,2083.9615894654744,2074.8415086641403,2086.89447811986,727870.359375,2,2083.9615894654744_479.7400918698551_727870.359375,
363.18051122230014,2079.2982967843373,2066.09205321219,2089.92797759916,1535467.210144043,3,2079.2982967843373_363.18051122230014_1535467.210144043,
410.1946229278361,2083.8784462462595,2074.8415086641403,2086.89447811986,1006651.703125,3,2083.8784462462595_410.1946229278361_1006651.703125,
457.7573371370119,2083.913055702343,2074.8415086641403,2086.89447811986,480299.48828125,2,2083.913055702343_457.7573371370119_480299.48828125,
470.2667619648232,2080.711661841612,2074.8415086641403,2089.92797759916,609738.7041015625,2,2080.711661841612_470.2667619648232_609738.7041015625,
614.8067252887857,2083.887202069224,2074.8415086641403,2092.96158365157,429881.759765625,2,2083.887202069224_614.8067252887857_429881.759765625,
667.8302088751029,2083.959146168353,2077.80852714921,2089.92797759916,494310.890625,2,2083.959146168353_667.8302088751029_494310.890625,
621.8747183586252,2088.516446693757,2077.80852714921,2095.97606161977,2063271.4028320312,2,2088.516446693757_621.8747183586252_2063271.4028320312,
365.84337633536,2086.874517454166,2083.87799564745,2098.9912701024905,827063.576171875,3,2086.874517454166_365.84337633536_827063.576171875,
437.74434714876,2086.5945575551777,2072.0277581586897,2098.9912701024905,6040955.400756836,2,2086.5945575551777_437.74434714876_6040955.400756836,
364.8639959771277,2090.878568220413,2080.84342066194,2102.0067305936705,1498889.6982421875,3,2090.878568220413_364.8639959771277_1498889.6982421875,
378.5574912019602,2093.05618421953,2080.84342066194,2126.29493514441,2374646.4497070312,3,2093.05618421953_378.5574912019602_2374646.4497070312,
381.4761579992055,2088.553867729529,2077.80852714921,2105.0469346418404,5487533.102416992,3,2088.553867729529_381.4761579992055_5487533.102416992,
500.738284492401,2091.776716332345,2077.80852714921,2102.0067305936705,1040897.0703125,2,2091.776716332345_500.738284492401_1040897.0703125,
538.7386866620952,2088.324554472365,2080.84342066194,2102.0067305936705,1005775.458984375,2,2088.324554472365_538.7386866620952_1005775.458984375,
351.5333431945537,2094.6797316588363,2083.87799564745,2098.9912701024905,803554.5419921875,3,2094.6797316588363_351.5333431945537_803554.5419921875,
424.4912856840601,2094.2309853701327,2086.89447811986,2105.0469346418404,1257328.2626953125,3,2094.2309853701327_424.4912856840601_1257328.2626953125,
533.7866796684286,2095.983986804207,2083.87799564745,2098.9912701024905,675145.296875,2,2095.983986804207_533.7866796684286_675145.296875,
570.1992127842398,2088.022874304379,2077.80852714921,2098.9912701024905,923569.085510254,2,2088.022874304379_570.1992127842398_923569.085510254,
636.2327569884535,2092.9533365319307,2086.89447811986,2102.0067305936705,1063309.05859375,2,2092.9533365319307_636.2327569884535_1063309.05859375,
386.4956329756114,2094.4091781506945,2083.87799564745,2108.08790663625,668598.4814453125,3,2094.4091781506945_386.4956329756114_668598.4814453125,
651.85572965604,2093.5356265010505,2080.84342066194,2102.0067305936705,594888.0830078125,2,2093.5356265010505_651.85572965604_594888.0830078125,
409.5437943696702,2091.7147749534365,2086.89447811986,2105.0469346418404,621235.9921875,3,2091.7147749534365_409.5437943696702_621235.9921875,
354.50059954287644,2105.063637528873,2092.96158365157,2108.08790663625,414017.03515625,3,2105.063637528873_354.50059954287644_414017.03515625,
376.5338589495362,2098.9248534910525,2092.96158365157,2111.10436109448,567365.8273925781,3,2098.9248534910525_376.5338589495362_567365.8273925781,
392.8713962594358,2106.497860090823,2095.97606161977,2132.3669586553506,6130656.055664063,3,2106.497860090823_392.8713962594358_6130656.055664063,
426.2378100008501,2099.047576885436,2086.89447811986,2111.10436109448,2277126.134765625,3,2099.047576885436_426.2378100008501_2277126.134765625,
367.5174244531829,2104.9503000752475,2102.0067305936705,2117.20708409691,502231.25390625,3,2104.9503000752475_367.5174244531829_502231.25390625,
401.5324862459756,2114.0628370567474,2111.10436109448,2138.42745367431,2307025.08203125,3,2114.0628370567474_401.5324862459756_2307025.08203125,
400.5354609268624,2116.692919810287,2105.0469346418404,2120.22412411119,527279.8408203125,3,2116.692919810287_400.5354609268624_527279.8408203125,
484.8876860276929,2111.1400016467974,2102.0067305936705,2120.22412411119,1558689.3110351562,3,2111.1400016467974_484.8876860276929_1558689.3110351562,
506.7038674886239,2099.986302578634,2083.87799564745,2117.20708409691,4518734.828125,2,2099.986302578634_506.7038674886239_4518734.828125,
533.7108506311578,2108.9502831398368,2098.9912701024905,2120.22412411119,2111674.1166992188,2,2108.9502831398368_533.7108506311578_2111674.1166992188,
569.7381347478412,2105.043805638068,2095.97606161977,2117.20708409691,1471624.046875,2,2105.043805638068_569.7381347478412_1471624.046875,
570.7680974632196,2101.975589209944,2098.9912701024905,2114.15567962074,493252.904296875,2,2101.975589209944_570.7680974632196_493252.904296875,
620.7320915553742,2105.042086834271,2102.0067305936705,2114.15567962074,382516.7578125,2,2105.042086834271_620.7320915553742_382516.7578125,
559.2738513975153,2102.4430607784616,2089.92797759916,2114.15567962074,3855840.69921875,2,2102.4430607784616_559.2738513975153_3855840.69921875,
365.5605900582997,2111.45397474072,2102.0067305936705,2120.22412411119,392895.3715820313,3,2111.45397474072_365.5605900582997_392895.3715820313,
413.8481185497757,2104.980060857477,2102.0067305936705,2120.22412411119,677980.515625,3,2104.980060857477_413.8481185497757_677980.515625,
549.7600352935425,2107.688876963932,2095.97606161977,2120.22412411119,986662.490234375,2,2107.688876963932_549.7600352935425_986662.490234375,
558.7474785310038,2106.0197333025194,2089.92797759916,2120.22412411119,9475331.25,2,2106.0197333025194_558.7474785310038_9475331.25,
363.9175053164252,2111.471263895996,2098.9912701024905,2123.24106160545,831005.6586914062,2,2111.471263895996_363.9175053164252_831005.6586914062,
397.8849278873684,2109.130998252935,2095.97606161977,2141.44352809332,778906.5263671875,3,2109.130998252935_397.8849278873684_778906.5263671875,
398.54671379802426,2106.123868496124,2102.0067305936705,2123.24106160545,1103909.4015808103,3,2106.123868496124_398.54671379802426_1103909.4015808103,
554.2684096299761,2111.2610153334776,2092.96158365157,2129.3499541654505,1741858.658203125,2,2111.2610153334776_554.2684096299761_1741858.658203125,
684.8136399785957,2109.985314883604,2098.9912701024905,2126.29493514441,2255759.305175781,2,2109.985314883604_684.8136399785957_2255759.305175781,
377.8866870661744,2111.6201969870235,2098.9912701024905,2135.396658696181,2356653.9453125,3,2111.6201969870235_377.8866870661744_2356653.9453125,
384.1393580094869,2113.107764556996,2102.0067305936705,2126.29493514441,1050866.4262695312,3,2113.107764556996_384.1393580094869_1050866.4262695312,
394.1970861598344,2117.1985353324817,2108.08790663625,2132.3669586553506,748167.3193359375,3,2117.1985353324817_394.1970861598344_748167.3193359375,
404.5315920277293,2112.442967722491,2102.0067305936705,2129.3499541654505,926267.669921875,3,2112.442967722491_404.5315920277293_926267.669921875,
425.84583467223786,2115.3519869545894,2102.0067305936705,2129.3499541654505,711004.3701171875,3,2115.3519869545894_425.84583467223786_711004.3701171875,
500.1978601525982,2114.0296405823738,2105.0469346418404,2123.24106160545,863833.6547851562,2,2114.0296405823738_500.1978601525982_863833.6547851562,
602.7924908493698,2117.312430556796,2108.08790663625,2123.24106160545,1389034.58203125,2,2117.312430556796_602.7924908493698_1389034.58203125,
360.54312219370894,2114.090732268827,2111.10436109448,2123.24106160545,203687.626953125,3,2114.090732268827_360.54312219370894_203687.626953125,
384.5371145103021,2131.981768666273,2114.15567962074,2144.49542859936,2431036.050048828,3,2131.981768666273_384.5371145103021_2431036.050048828,
394.8831140713153,2124.8104673571124,2111.10436109448,2129.3499541654505,232105.248046875,3,2124.8104673571124_394.8831140713153_232105.248046875,
409.83498451723017,2111.0799066526524,2108.08790663625,2123.24106160545,534779.236328125,3,2111.0799066526524_409.83498451723017_534779.236328125,
446.9086187848325,2117.0564731460604,2111.10436109448,2126.29493514441,437866.6762695313,3,2117.0564731460604_446.9086187848325_437866.6762695313,
556.7313946572241,2114.3125223598336,2095.97606161977,2132.3669586553506,25325377.72998047,2,2114.3125223598336_556.7313946572241_25325377.72998047,
566.7483376881645,2115.06301725077,2105.0469346418404,2123.24106160545,704822.9624023438,2,2115.06301725077_566.7483376881645_704822.9624023438,
567.7225647284049,2115.0133655542013,2102.0067305936705,2129.3499541654505,4061120.571533203,2,2115.0133655542013_567.7225647284049_4061120.571533203,
605.2310679010111,2120.263473117408,2111.10436109448,2126.29493514441,1207506.8662109375,2,2120.263473117408_605.2310679010111_1207506.8662109375,
633.7432992536699,2121.769991234836,2114.15567962074,2126.29493514441,536908.333984375,2,2121.769991234836_633.7432992536699_536908.333984375,
372.2234193162782,2123.2499067703147,2108.08790663625,2126.29493514441,292980.73828125,3,2123.2499067703147_372.2234193162782_292980.73828125,
372.8700294353011,2140.912137225203,2111.10436109448,2156.69105962659,2899149.873046875,3,2140.912137225203_372.8700294353011_2899149.873046875,
373.5631808063012,2141.5716316833336,2129.3499541654505,2153.66877559566,2617995.6328125,3,2141.5716316833336_373.5631808063012_2617995.6328125,
487.25617917001966,2123.250031891041,2111.10436109448,2129.3499541654505,1692570.2431640625,2,2123.250031891041_487.25617917001966_1692570.2431640625,
